,to,from,year,decision,text
182,kazakhstan,United Kingdom of Great Britain and Northern Ireland,2014,accept,124.12 Revise the Criminal Procedure Code to allow for a more equal distribution of powers between prosecutors and defence (United Kingdom of Great Britain and Northern Ireland); 
183,kazakhstan,Czech Republic,2014,accept,124.13 Revise the Criminal Procedure Code in order to strengthen the role of defence lawyers and extend the power of investigative judges in criminal proceedings (Czech Republic);  
184,kazakhstan,France,2014,accept,"124.14 Ensure, in the framework of migration control and extradition agreements, the protection of the rights of the persons concerned by ensuring that their physical integrity and due process rights are not violated (France); "
185,kazakhstan,Uruguay,2014,accept,"124.15 Intensify the efforts to not allow, in practice, the use as evidence confessions obtained under the use of torture or by other illegal methods (Uruguay); "
186,kazakhstan,Uruguay,2014,accept,"124.16 Ensure that all investigations into complaints related to torture and other ill-treatments are carried out promptly, impartially and thoroughly (Uruguay); "
187,kazakhstan,Germany,2014,accept,"124.17 Establish an independent investigation mechanism to effectively prevent torture and ill-treatment in detention, train personnel and guarantee effective legal representation and remedies for detainees (Germany); "
188,kazakhstan,Tajikistan,2014,accept,"124.18 Strengthen domestic mechanisms to prevent illegal detention in the office premises of law enforcement agencies by introducing in the criminal legislation penalties for misconduct/illegal conduct, including the use of violence (Tajikistan);  "
189,kazakhstan,Netherlands,2014,accept,"124.19 Grant independent international observers access to detention facilities upon reasonable advance notice, as well as the right to speak with inmates in private, in order to monitor compliance with international obligations regarding treatment of prisoners (Netherlands); "
190,kazakhstan,Sierra Leone,2014,accept,"124.20 Effectively address the issue of child marriage by encouraging girls to continue their education beyond the secondary level, and establish laws which eliminate early forced marriages of children (Sierra Leone); "
191,kazakhstan,Ireland,2014,accept,124.21 Undertake a thorough review of the 2011 Law on Religious Associations with a view to ensuring its compliance with KazakhstanÕs international obligations (Ireland); 
192,kazakhstan,Uruguay,2014,accept,124.22 Adopt specific measures to guarantee an environment that promotes freedom of expression (Uruguay); 
193,kazakhstan,Netherlands,2014,accept,"124.23 As recommended in the previous review, grant to Ònon-traditionalÓ religious groups the same rights in practice as those enjoyed by other groups and permit their peaceful activities free from government interference, as prescribed by international law (Netherlands); "
194,kazakhstan,Latvia,2014,accept,124.24 Continue its efforts to ensure that the laws protect freedom of expression (Latvia); 
195,kazakhstan,Austria,2014,accept,124.25 Amend provisions under the criminal code to comply with the countryÕs international human rights obligations with regard to the right to freedom of expression (Austria); 
196,kazakhstan,Sweden,2014,accept,"124.26 Seize the practice of closing, suspending or blocking opposition print publication and online sources and ensure equitable enjoyment of freedom of expression and peaceful assembly (Sweden); "
197,kazakhstan,Czech Republic,2014,accept,"124.27 Take effective measures to ensure freedom of expression and independence of the media, including the media expressing critical voices, and ensure protection of journalists, bloggers, human rights defenders and independent media and their work against assaults and intimidation (Czech Republic);  "
198,kazakhstan,Italy,2014,accept,"124.28 Ensure a safe and enabling environment for journalists to perform their work independently and without undue interference, and increase measures to prevent attacks and violence against them (Italy); "
199,kazakhstan,Japan,2014,accept,"124.29 Enhance its efforts with respect to the freedom of the press, freedom of expression and freedom of assembly and association (Japan); "
200,kazakhstan,France,2014,accept,"124.30 Take all necessary measures to guarantee, in all circumstances, the full respect of the rights to freedom of expression and of media as essential elements to an active and flourishing civil society (France); "
201,kazakhstan,Spain,2014,accept,"124.31 Increase the number and frequency of labour inspections, particularly in the primary sector, with adequately trained inspectors and without prior notifications, in line with KazakhstanÕs international obligations (Spain); "
202,kazakhstan,Hungary,2014,accept,"124.32 Ensure equal access to education for all children, including migrant and refugee children, by abolishing legal and administrative preconditions such as the propiska (Hungary); "
203,kazakhstan,Uruguay,2014,accept,124.33 Comply without exception with the principle of non-refoulement when people are in danger of being tortured or ill-treated (Uruguay);  
204,kazakhstan,Brazil,2014,accept,"124.34 Uphold the principle of non-refoulement and ensure that all asylum seekers are given prompt access to accessible, fair and individualized refugee status determination (Brazil); "
205,kazakhstan,Serbia,2014,accept,124.35 Consider initiating a strategy for comprehensive legal framework on prevention of gender-based discrimination and improving the role of women in society (Serbia); 
206,kazakhstan,Republic of Korea,2014,accept,124.36 Put forward its best efforts to reform legislation dealing with the relatively high rate of domestic violence against women and ensure that those violations are effectively investigated and perpetrators of such acts are prosecuted (Republic of Korea);  
207,kazakhstan,Islamic republic of,2014,accept,124.37 Further revise the current legislation on combating trafficking in persons for a better prosecution of these crimes (Iran (Islamic republic of)); 
208,kazakhstan,Egypt,2014,accept,"124.38 Provide, in accordance with its obligations under international human rights law, effective protection for the family as the fundamental and natural unit of society (Egypt); "
209,kazakhstan,Norway,2014,accept,"124.39 Counter the trend of repressing free speech, including restrictions on media outlets, and take concrete steps to meet its obligation to create an environment that fosters freedom of expression (Norway); "
210,kazakhstan,Norway,2014,accept,124.40 Take steps to ensure that the right to peaceful assembly is not hindered (Norway); 
211,kazakhstan,Switzerland,2014,accept,124.41 Allow independent investigations in all alleged cases of torture and impose on perpetrators of acts of torture appropriate punishments which reflect the international obligations of Kazakhstan (Switzerland); 
212,kazakhstan,Chile,2014,accept,"124.42 Adopt a comprehensive law to fight discrimination, pursuing to the recommendations issued both by the Committee on the Elimination of Racial Discrimination (CERD) and the Committee on the Elimination of Discrimination against Women (CEDAW) (Chile); "
213,kazakhstan,Belgium,2014,accept,"124.43 Adopt a comprehensive legislation with regard to discrimination, in particular discrimination against women, as well as complementary measures with the purpose of informing the population, punishing discrimination and hate speech and fighting impunity in this field (Belgium); "
