,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
514,570301670892146688,neutral,1.0,,,,karenmcgregor86,,0,@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,,2015-02-24 11:18:08 -0800,"Kilmarnock, now Edinburgh. ",Edinburgh
515,570299889688702976,positive,0.6634,,,,nydia376,,0,@united thanks,,2015-02-24 11:11:04 -0800,USA,
516,570299819610251265,positive,1.0,,,,BK_TheBri,,0,@united Thanks. It is on the same ticket.,,2015-02-24 11:10:47 -0800,"Portland, OR",
517,570299388670701568,neutral,0.67,,0.0,,LarkAfterDark,,0,@united why not? Is it a law or a policy?,,2015-02-24 11:09:04 -0800,Harrisburg,
518,570299182310944768,negative,1.0,Flight Booking Problems,0.6816,,Ashley_Jeffris,,0,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,,2015-02-24 11:08:15 -0800,Las Vegas ,Eastern Time (US & Canada)
519,570298918971576320,negative,1.0,Customer Service Issue,0.66,,CheerTymeDad,,1,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service,,2015-02-24 11:07:12 -0800,,
520,570298455068971008,negative,0.6547,Customer Service Issue,0.3331,,Nikki62878,,0,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",,2015-02-24 11:05:21 -0800,,
521,570298411582394368,positive,0.6351,,,,JordanTapiia,,0,@united follow me please this airline is beautifull ♥,,2015-02-24 11:05:11 -0800,"Brooklin, New York",Central Time (US & Canada)
522,570298027103162368,neutral,0.6768,,0.0,,nydia376,,0,"@united no I don't, but I'm sure United have my info on its system.",,2015-02-24 11:03:39 -0800,USA,
523,570298018685165568,negative,1.0,Lost Luggage,0.6886,,Nikki62878,,0,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",,2015-02-24 11:03:37 -0800,,
524,570297970891075584,neutral,1.0,,,,rissels,,0,@united Just submitted my response on the link you sent.,,2015-02-24 11:03:26 -0800,,Central Time (US & Canada)
525,570296556852789250,neutral,1.0,,,,nydia376,,0,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",,2015-02-24 10:57:49 -0800,USA,
526,570295795985080320,negative,0.6526,Can't Tell,0.6526,,WorstThingsBot,,0,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,,2015-02-24 10:54:48 -0800,,
527,570294743684517888,positive,1.0,,,,Anntasia,,0,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,"[39.8621249, -104.6740909]",2015-02-24 10:50:37 -0800,New Jersey/Maryland,Pacific Time (US & Canada)
528,570294445020733440,neutral,1.0,,,,nydia376,,0,"@united yes, a paper voucher that I got on January 26th 2015",,2015-02-24 10:49:25 -0800,USA,
529,570294205999939584,negative,1.0,Customer Service Issue,0.6703,,nydia376,,0,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,,2015-02-24 10:48:28 -0800,USA,
530,570293957739081728,negative,1.0,Customer Service Issue,1.0,,nate2482,,0,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",,2015-02-24 10:47:29 -0800,"Parkersburg, WV",Eastern Time (US & Canada)
531,570293265221742594,neutral,1.0,,,,akobilarov,,0,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",,2015-02-24 10:44:44 -0800,South Carolina,Eastern Time (US & Canada)
532,570291866530398208,neutral,1.0,,,,andreaSanger,,0,@united and what am I suppose to do with that number?,,2015-02-24 10:39:11 -0800,,
533,570291813912858625,negative,1.0,Can't Tell,0.7071,,Guggero,,0,"@united thats weak. See ya 👋
Hey @VirginAmerica !!",,2015-02-24 10:38:58 -0800,NYC,Eastern Time (US & Canada)
534,570291642550386689,negative,1.0,Can't Tell,0.6614,,nydia376,,0,@united I flew back w other company since United didnt have an earlier flight,,2015-02-24 10:38:17 -0800,USA,
535,570291492545298432,neutral,1.0,,,,nydia376,,0,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,,2015-02-24 10:37:41 -0800,USA,
536,570291213007491076,negative,1.0,Customer Service Issue,0.6421,,runwithmiles,,0,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,,2015-02-24 10:36:35 -0800,,Eastern Time (US & Canada)
537,570290993339244547,negative,1.0,Customer Service Issue,0.6459,,nate2482,,0,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,,2015-02-24 10:35:42 -0800,"Parkersburg, WV",Eastern Time (US & Canada)
538,570290540274688001,neutral,0.6665,,,,CheerTymeDad,,0,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,,2015-02-24 10:33:54 -0800,,
539,570289777184002048,negative,1.0,Late Flight,0.6624,,BocheBillions,,0,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",,2015-02-24 10:30:53 -0800,,Central Time (US & Canada)
540,570289557205327873,negative,1.0,longlines,0.6575,,CoachJoette,,0,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,,2015-02-24 10:30:00 -0800,Tampa,
541,570288349392605186,negative,0.6495,Can't Tell,0.6495,,lotusfitness,,0,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,,2015-02-24 10:25:12 -0800,"Washington, DC",Eastern Time (US & Canada)
542,570286924277030912,negative,0.6538,Customer Service Issue,0.6538,,megfalcone,,0,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",,2015-02-24 10:19:32 -0800,,Pacific Time (US & Canada)
543,570286882623369217,negative,1.0,Customer Service Issue,1.0,,nydia376,,0,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,,2015-02-24 10:19:22 -0800,USA,
544,570286565894828032,negative,0.6931,Can't Tell,0.3626,,OohLaLa09,,0,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",,2015-02-24 10:18:07 -0800,DC,Eastern Time (US & Canada)
545,570286100637466624,negative,1.0,Flight Attendant Complaints,0.3732,,OohLaLa09,,1,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",,2015-02-24 10:16:16 -0800,DC,Eastern Time (US & Canada)
546,570285610176532480,neutral,0.6492,,0.0,,cehertz,,0,@united that's right- with an overnight Miami.,,2015-02-24 10:14:19 -0800,btv,
547,570285578563891200,neutral,0.6776,,0.0,,BK_TheBri,,0,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,,2015-02-24 10:14:11 -0800,"Portland, OR",
548,570285537833168896,neutral,1.0,,,,Nikki62878,,0,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",,2015-02-24 10:14:02 -0800,,
549,570285115655348226,neutral,0.6523,,0.0,,Guggero,,0,@united i DMed you the details,,2015-02-24 10:12:21 -0800,NYC,Eastern Time (US & Canada)
550,570284934771974144,negative,1.0,Flight Attendant Complaints,0.691,,fitztango,,0,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",,2015-02-24 10:11:38 -0800,"Houston, TX",
551,570284312697765888,neutral,0.6629999999999999,,0.0,,F_U_ng,,0,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",,2015-02-24 10:09:10 -0800,Los Angeles,Pacific Time (US & Canada)
552,570283712409051136,positive,0.6793,,0.0,,mattwbaker,,0,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",,2015-02-24 10:06:47 -0800,The Center of My Universe,Mountain Time (US & Canada)
553,570283571941924864,negative,1.0,Customer Service Issue,0.6806,,collegepathSS,,0,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,,2015-02-24 10:06:13 -0800,California/Nevada,Pacific Time (US & Canada)
554,570283453750489088,negative,1.0,Cancelled Flight,0.6716,,kevintgarner,,0,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,,2015-02-24 10:05:45 -0800,"Kansas City, MO",Central Time (US & Canada)
555,570282089863626752,negative,1.0,Lost Luggage,0.7021,,Nikki62878,,0,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,,2015-02-24 10:00:20 -0800,,
556,570282087065919488,neutral,0.6589,,,,discobiscuit63,,0,@united thanks again for your concern. I will contact customer care upon our return from Australia.,,2015-02-24 10:00:19 -0800,,Central Time (US & Canada)
557,570280548922499073,negative,1.0,Late Flight,0.6383,,kevinfla3,,0,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,,2015-02-24 09:54:12 -0800,,
558,570279720937529345,positive,1.0,,,,sundialtours,,0,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",,2015-02-24 09:50:55 -0800,"Astoria, OR",Tijuana
559,570278024303775745,negative,1.0,Flight Booking Problems,0.6516,,SEGrower,,0,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",,2015-02-24 09:44:10 -0800,"Colorado Springs, Colorado",Mountain Time (US & Canada)
560,570277667519332353,negative,1.0,Late Flight,0.6542,,cristobalwong,,0,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,,2015-02-24 09:42:45 -0800,San Francisco Bay Area,
561,570277418642120704,negative,0.6695,Can't Tell,0.3356,,logainne,,0,@united When will email address/username sign-on be available? It's been a while.,,2015-02-24 09:41:46 -0800,945XX to 111XX,Eastern Time (US & Canada)
562,570276787063816192,positive,1.0,,,,LukeGzus,,0,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,,2015-02-24 09:39:15 -0800,,
563,570276377401827329,negative,1.0,Can't Tell,0.6684,,chrsmichaels,,0,@united rude rude,,2015-02-24 09:37:38 -0800,"Austin, TX",Central Time (US & Canada)
564,570276018751016960,negative,1.0,Flight Booking Problems,1.0,,mattwbaker,,0,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,,2015-02-24 09:36:12 -0800,The Center of My Universe,Mountain Time (US & Canada)
565,570275462921850880,negative,0.6791,Damaged Luggage,0.6791,,Joestudent11,,0,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,,2015-02-24 09:34:00 -0800,"Jerusalem, Israel",Jerusalem
566,570275153860386816,negative,1.0,Lost Luggage,0.6563,,Joestudent11,,0,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,,2015-02-24 09:32:46 -0800,"Jerusalem, Israel",Jerusalem
567,570275140157640704,negative,1.0,Lost Luggage,1.0,,johnkarpf,,0,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,,2015-02-24 09:32:43 -0800,"Jacksonville, FL",Eastern Time (US & Canada)
568,570275123854487552,negative,1.0,Customer Service Issue,0.3551,,CheerTymeDad,,1,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,,2015-02-24 09:32:39 -0800,,
569,570272997052805120,negative,1.0,Customer Service Issue,1.0,,johnkarpf,,0,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,,2015-02-24 09:24:12 -0800,"Jacksonville, FL",Eastern Time (US & Canada)
570,570272511050383360,negative,1.0,Customer Service Issue,1.0,,Micaela4Mizzou,,0,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,,2015-02-24 09:22:16 -0800,,Hawaii
571,570272406570442752,neutral,1.0,,,,BocheBillions,,0,@united 6533 ORD to DCA,,2015-02-24 09:21:51 -0800,,Central Time (US & Canada)
572,570271846718775296,negative,1.0,Customer Service Issue,0.6706,,discobiscuit63,,0,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",,2015-02-24 09:19:38 -0800,,Central Time (US & Canada)
573,570271792314617857,negative,1.0,Cancelled Flight,1.0,,Peter_Abrahamse,,0,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,,2015-02-24 09:19:25 -0800,,Amsterdam
574,570271791400112129,negative,1.0,Can't Tell,1.0,,fuchsialipstick,,0,@united I will not be flying you again,,2015-02-24 09:19:24 -0800,,Quito
575,570271644473622528,negative,1.0,Late Flight,1.0,,fuchsialipstick,,0,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",,2015-02-24 09:18:49 -0800,,Quito
576,570271367519604737,neutral,1.0,,,,kevintgarner,,0,"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",,2015-02-24 09:17:43 -0800,"Kansas City, MO",Central Time (US & Canada)
577,570271205300703232,neutral,1.0,,,,fuchsialipstick,,0,@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?,,2015-02-24 09:17:05 -0800,,Quito
578,570271064141352960,positive,0.6421,,0.0,,discobiscuit63,,0,@united I flew United last month and the experience was AWESOME!,,2015-02-24 09:16:31 -0800,,Central Time (US & Canada)
579,570270918095695872,negative,0.66,Flight Booking Problems,0.3503,,discobiscuit63,,0,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,,2015-02-24 09:15:56 -0800,,Central Time (US & Canada)
580,570270728051765248,negative,1.0,Flight Attendant Complaints,0.6593,,fuchsialipstick,,0,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",,2015-02-24 09:15:11 -0800,,Quito
581,570270436463759360,negative,1.0,Customer Service Issue,0.6735,,discobiscuit63,,0,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,,2015-02-24 09:14:01 -0800,,Central Time (US & Canada)
582,570269172774649856,negative,1.0,Can't Tell,0.3478,,LarkAfterDark,,2,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,,2015-02-24 09:09:00 -0800,Harrisburg,
583,570269103648350208,negative,1.0,Flight Booking Problems,1.0,,getmeontop,,0,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,,2015-02-24 09:08:44 -0800,Wall Street • Manhattan • NYC ,Eastern Time (US & Canada)
584,570269035998408704,negative,0.6794,Customer Service Issue,0.3802,,jkentakula,,0,"@united as a 1k, I'm always hoping for improvement.",,2015-02-24 09:08:27 -0800,,
585,570267915154538496,negative,1.0,Damaged Luggage,0.6765,,jasonpblakey,,0,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,"[52.59657643, -2.19877833]",2015-02-24 09:04:00 -0800,,London
586,570265596220166144,negative,1.0,Customer Service Issue,0.6990000000000001,,discobiscuit63,,1,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,,2015-02-24 08:54:47 -0800,,Central Time (US & Canada)
587,570265542025719808,negative,0.6722,Can't Tell,0.3443,,jkentakula,,0,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,,2015-02-24 08:54:34 -0800,,
588,570264556443824128,negative,1.0,Flight Booking Problems,0.3535,,BillBra95467934,,0,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,,2015-02-24 08:50:39 -0800,,
589,570264153559949313,positive,0.6629999999999999,,0.0,,JoshuaIsWrong,,0,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",,2015-02-24 08:49:03 -0800,Austin · LA · London · NY · SF,Eastern Time (US & Canada)
590,570263872004874240,neutral,0.6764,,0.0,,jkentakula,,0,@united the os isn't controlled by me but rather @VerizonWireless .  App is new.,,2015-02-24 08:47:56 -0800,,
591,570262424038699008,negative,1.0,Customer Service Issue,0.6827,,debweinz,,0,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!",,2015-02-24 08:42:11 -0800,,Hawaii
592,570260984704700417,negative,1.0,Flight Attendant Complaints,1.0,,mbelliss,,0,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,,2015-02-24 08:36:28 -0800,Louisville,Alaska
593,570260383862108160,negative,0.6752,Flight Booking Problems,0.3468,,mattbunk,,0,@united What is your phone number. I can't find who to call about a flight reservation.,,2015-02-24 08:34:05 -0800,"Sterling Heights, MI",Eastern Time (US & Canada)
594,570260294846451712,negative,1.0,Can't Tell,0.6834,,throthra,,0,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",,2015-02-24 08:33:43 -0800,,
595,570260118043914240,negative,1.0,Customer Service Issue,1.0,,throthra,,0,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",,2015-02-24 08:33:01 -0800,,
596,570259691579809792,negative,0.6957,Lost Luggage,0.6957,,jakepoznak,,0,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,,2015-02-24 08:31:20 -0800,,Eastern Time (US & Canada)
597,570259632557395968,negative,0.6281,Customer Service Issue,0.3391,,AldenGlobe,,0,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,,2015-02-24 08:31:05 -0800,"Steamboat Springs, CO",Mountain Time (US & Canada)
598,570259311315836928,positive,1.0,,,,cehertz,,0,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,,2015-02-24 08:29:49 -0800,btv,
599,570259131879309312,neutral,0.6466,,0.0,,Mateyush,,0,@united It was last night's 1235/ORD-LGA.,,2015-02-24 08:29:06 -0800,Above the B/D/N/Q/R/2/3/4/5,Eastern Time (US & Canada)
600,570258760200953856,positive,0.6891,,,,ShawnaNewman,,0,@united thx for update,,2015-02-24 08:27:37 -0800,searching for coffee,Eastern Time (US & Canada)
601,570258476695302144,neutral,0.6638,,,,Sri_Philips,,0,@united thank you !,,2015-02-24 08:26:30 -0800,"Chicago, IL, USA",
602,570257564023128064,neutral,0.6842,,,,CATTTastrophe,,0,@united dm these nuts,,2015-02-24 08:22:52 -0800,nyc to la,
603,570257563003920384,negative,0.6354,Flight Attendant Complaints,0.6354,,CassiusCCIDog,,0,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,,2015-02-24 08:22:52 -0800,,
604,570257377460514816,negative,1.0,Flight Attendant Complaints,0.6667,,CassiusCCIDog,,1,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),,2015-02-24 08:22:08 -0800,,
605,570254368538173440,negative,1.0,Late Flight,0.6548,,guichaves1989,,0,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,,2015-02-24 08:10:10 -0800,,Central Time (US & Canada)
606,570252986372329472,negative,1.0,Bad Flight,1.0,,PFlandersdc,,0,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,,2015-02-24 08:04:41 -0800,,
607,570252965392592896,positive,1.0,,,,jakepoznak,,0,@united despite my bag not making it to Newark good informative email tracking updates help!,,2015-02-24 08:04:36 -0800,,Eastern Time (US & Canada)
608,570252666439385088,negative,1.0,Late Flight,1.0,,RaquelSnyderDC,,0,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,,2015-02-24 08:03:25 -0800,"Washington, D.C. Metro Area",Eastern Time (US & Canada)
609,570252146320351232,negative,1.0,Late Flight,1.0,,PFlandersdc,,0,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,,2015-02-24 08:01:21 -0800,,
610,570251549219393536,negative,1.0,Customer Service Issue,0.6596,,jkentakula,,0,@united crashed trying to check in.,,2015-02-24 07:58:58 -0800,,
611,570251472203587584,positive,0.635,,0.0,,CoreyAStewart,,0,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",,2015-02-24 07:58:40 -0800,"Richmond, VA",Eastern Time (US & Canada)
612,570250053710819328,neutral,1.0,,,,alex_nieves,,0,@united thanks for the info I already knew...,,2015-02-24 07:53:02 -0800,Connecticut,Quito
613,570249871107723264,neutral,0.703,,0.0,,MyCustoAdvocate,,0,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,,2015-02-24 07:52:18 -0800,"Miami, New York, Boston",
614,570249806540451843,negative,1.0,longlines,0.6951,,JohnJReid,,0,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,,2015-02-24 07:52:03 -0800,"Seaside, California",Pacific Time (US & Canada)
615,570249680535339009,neutral,0.6593,,,,screamingbrat,,0,@united Thank you.,,2015-02-24 07:51:33 -0800,"new york, baby",Eastern Time (US & Canada)
616,570249083790733312,negative,1.0,Customer Service Issue,0.6536,,Maxxisonfire,,0,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam,,2015-02-24 07:49:10 -0800,,
617,570247839563034624,neutral,0.6804,,0.0,,kelseyblack92,,0,@united is there an email address I can reach? Too long for a DM.,,2015-02-24 07:44:14 -0800,Canada,Eastern Time (US & Canada)
618,570247551368241153,negative,1.0,Customer Service Issue,0.6689,,Guggero,,0,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,,2015-02-24 07:43:05 -0800,NYC,Eastern Time (US & Canada)
619,570247428139569152,negative,1.0,Late Flight,0.6854,,Twist_OP,,0,@united ua1673 still waiting! Supposed to depart 9:08,,2015-02-24 07:42:36 -0800,Midwest,Central Time (US & Canada)
620,570247027117797376,negative,0.6633,Customer Service Issue,0.3367,,andreaSanger,,0,@united it was credit from my last trip that never came in the mail!,,2015-02-24 07:41:00 -0800,,
621,570246963901427713,negative,1.0,Customer Service Issue,1.0,,jammyrascals,,0,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,,2015-02-24 07:40:45 -0800,"Marlow, UK",London
622,570245996334190592,negative,1.0,Customer Service Issue,1.0,,AmericanNarad,,0,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,,2015-02-24 07:36:54 -0800,,Atlantic Time (Canada)
623,570245555064074240,negative,1.0,Flight Booking Problems,0.674,,fatwmnonthemtn,,0,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,,2015-02-24 07:35:09 -0800,"Summit, NJ",Central Time (US & Canada)
624,570244711388065793,negative,1.0,Customer Service Issue,0.6669,,tuckerI84,,0,@united how do I get my account number if your website says email is unavailable?,,2015-02-24 07:31:48 -0800,NYC,
625,570243296741752832,neutral,0.6891,,0.0,,christinphillip,,0,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,,2015-02-24 07:26:11 -0800,"Princeton, NJ",Central Time (US & Canada)
626,570241830757007360,negative,1.0,Lost Luggage,1.0,,ChrisNielsen2,,0,"@united I received 1 bag last night, I am still missing the other one.",,2015-02-24 07:20:21 -0800,"Hoops City (Memphis, TN)",
627,570240043022991361,negative,1.0,Bad Flight,1.0,,campilley,,0,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",,2015-02-24 07:13:15 -0800,Europe,Amsterdam
628,570239165675249666,neutral,0.6985,,,,Hannahsfight1,,0,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5,,2015-02-24 07:09:46 -0800,Right Now Mostly The Hospital,Atlantic Time (Canada)
629,570237629775675392,neutral,0.6051,,0.0,,brimalxx,,0,"@united bet you wont honour them, like mine ey",,2015-02-24 07:03:40 -0800,Manchester,
630,570237261494792192,negative,1.0,Late Flight,1.0,,Twist_OP,,0,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,,2015-02-24 07:02:12 -0800,Midwest,Central Time (US & Canada)
631,570236221575704576,neutral,0.6349,,0.0,,Evan_Flay,,0,"@united I guess that's too much ask, huh?","[29.98386923, -95.33729612]",2015-02-24 06:58:04 -0800,Seattle,Pacific Time (US & Canada)
632,570236138603950080,negative,0.6288,Bad Flight,0.6288,,Evan_Flay,,0,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,"[29.98340611, -95.33682231]",2015-02-24 06:57:44 -0800,Seattle,Pacific Time (US & Canada)
633,570236014238699521,negative,1.0,Customer Service Issue,0.6413,,Evan_Flay,,0,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,","[29.98350019, -95.33675519]",2015-02-24 06:57:14 -0800,Seattle,Pacific Time (US & Canada)
