,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
6762,570292360749453312,negative,0.6634,Flight Booking Problems,0.6634,,tahlia_simpson,,0,@JetBlue ive tried on my phone and laptop :(,,2015-02-24 10:41:08 -0800,,
6763,570292174044200963,negative,1.0,Cancelled Flight,1.0,,Marty_H,,0,@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺,,2015-02-24 10:40:24 -0800,,Eastern Time (US & Canada)
6764,570291934306168834,neutral,0.6638,,,,muneca641,,0,@JetBlue sale please soon?? I need a tan,,2015-02-24 10:39:27 -0800,,Quito
6765,570291828349669378,neutral,0.6364,,,,theREAL_Tiffany,,0,@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,,2015-02-24 10:39:02 -0800,Somewhere eating swine...,Eastern Time (US & Canada)
6766,570291817087930369,neutral,1.0,,,,Sujecuevas19,,0,"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",,2015-02-24 10:38:59 -0800,,Athens
6767,570291699731308545,negative,1.0,Flight Booking Problems,0.6833,,tahlia_simpson,,0,@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.,,2015-02-24 10:38:31 -0800,,
6768,570291473528320001,negative,1.0,Late Flight,0.6647,,miss_caitb,,0,"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",,2015-02-24 10:37:37 -0800,,Central Time (US & Canada)
6769,570291066466897921,neutral,0.6266,,0.0,,theREAL_Tiffany,,0,@JetBlue Not for the dates or destination I'm headed 😔,,2015-02-24 10:36:00 -0800,Somewhere eating swine...,Eastern Time (US & Canada)
6770,570289587794407425,negative,1.0,Customer Service Issue,1.0,,_carolion,,0,"@JetBlue I've spent three hours talking to all different people, most of which couldn't help. I probably won't be using JetBlue again.",,2015-02-24 10:30:07 -0800,,Quito
6771,570289518194126849,positive,1.0,,,,MmmRubin,,0,@JetBlue great.,,2015-02-24 10:29:51 -0800,,Eastern Time (US & Canada)
6772,570288803849637888,positive,0.6551,,,,Fendog75,,0,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉,,2015-02-24 10:27:00 -0800,Canton MA,Eastern Time (US & Canada)
6773,570287886135918593,neutral,1.0,,,,DaniP0915,,0,"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",,2015-02-24 10:23:22 -0800,"ÜT: 40.907502,-73.85468",Quito
6774,570287704728084480,positive,1.0,,,,MmmRubin,,0,@JetBlue flight 117. proud to fly Jet Blue!,,2015-02-24 10:22:38 -0800,,Eastern Time (US & Canada)
6775,570287622343540736,positive,0.6673,,0.0,,lizgottbrecht,,0,"@JetBlue awesome, thanks! on hold now.",,2015-02-24 10:22:19 -0800,"Boston, MA ",Eastern Time (US & Canada)
6776,570287303681294337,neutral,0.6522,,,,_carolion,,0,"@JetBlue I'm not sure if you can do anything to help me with that, but if you can that'd be great.",,2015-02-24 10:21:03 -0800,,Quito
6777,570287210219606016,negative,1.0,Customer Service Issue,1.0,,_carolion,,0,@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,,2015-02-24 10:20:40 -0800,,Quito
6778,570284988224008192,negative,1.0,Flight Booking Problems,0.6985,,cmcook,,0,@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.,,2015-02-24 10:11:51 -0800,In Oakland; Hoosier at heart,Pacific Time (US & Canada)
6779,570284840752427008,negative,1.0,Flight Booking Problems,0.6651,,lizgottbrecht,,0,"@JetBlue can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw",,2015-02-24 10:11:16 -0800,"Boston, MA ",Eastern Time (US & Canada)
6780,570280782373228544,neutral,0.6526,,0.0,,Arevans87,,0,@JetBlue Stop trying to make #fleek happen! #PointsMe,,2015-02-24 09:55:08 -0800,,
6781,570280776849346561,negative,1.0,Customer Service Issue,0.6629999999999999,,YvonneTrimble,,0,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,,2015-02-24 09:55:07 -0800,"Port au Prince, Haiti",Eastern Time (US & Canada)
6782,570280755085090816,positive,0.3474,,0.0,,AndrewGresenz,,0,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",,2015-02-24 09:55:01 -0800,"Stoughton, MA",Eastern Time (US & Canada)
6783,570280008557547520,positive,0.6875,,,,MattHaze,,0,@JetBlue I did see that! Working on picking up a trip or two as we type.,,2015-02-24 09:52:03 -0800,New York-ish + Airport Bars,Eastern Time (US & Canada)
6784,570279787287093248,negative,0.6747,Can't Tell,0.6747,,ch00bee,,0,@JetBlue it's poop and barely works,,2015-02-24 09:51:11 -0800,,Atlantic Time (Canada)
6785,570278619416694784,positive,1.0,,,,leezbtv,,0,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),,2015-02-24 09:46:32 -0800,Seattle,Pacific Time (US & Canada)
6786,570277811795001344,negative,1.0,Bad Flight,0.6842,,ch00bee,,0,@JetBlue your wifi is a lie and i hate you,,2015-02-24 09:43:20 -0800,,Atlantic Time (Canada)
6787,570277278627848192,negative,0.657,Flight Booking Problems,0.348,,BethRunsDisney,,0,@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(,,2015-02-24 09:41:13 -0800,NYC,Eastern Time (US & Canada)
6788,570277054635057153,negative,1.0,Can't Tell,1.0,,leezbtv,,0,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",,2015-02-24 09:40:19 -0800,Seattle,Pacific Time (US & Canada)
6789,570276843812732928,positive,1.0,,,,Sanr1ck,,0,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,,2015-02-24 09:39:29 -0800,US,Eastern Time (US & Canada)
6790,570273378403102720,neutral,0.643,,0.0,,markmacg1,,0,@JetBlue flight 462 to Boston delayed due to weather in Tampa?,,2015-02-24 09:25:43 -0800,,
6791,570267929322921985,neutral,1.0,,,,terrybrokebad,,0,"More like BaeJet Airways, amirite?

“@JetBlue: @terrybrokebad Right back at ya!”",,2015-02-24 09:04:04 -0800,"Newcastle, Uk",Casablanca
6792,570267544906555393,neutral,1.0,,,,b_econ,,0,@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,,2015-02-24 09:02:32 -0800,,
6793,570267535515324417,neutral,1.0,,,,peterfransson,,0,"@JetBlue many thanks, as always your employees are professional and courteous. Whenever I have the option, you are my go-to airlines.",,2015-02-24 09:02:30 -0800,Inter/Outer-Continental U.S.,Eastern Time (US & Canada)
6794,570267215720800256,neutral,0.6875,,,,JasonBXNY0619,,0,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport,"[0.0, 0.0]",2015-02-24 09:01:13 -0800," Bronx, NY / Destin, Fl",Santiago
6795,570265811623002112,negative,1.0,Customer Service Issue,1.0,,heyheyman,,0,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,,2015-02-24 08:55:39 -0800,"Boston, MA",Eastern Time (US & Canada)
6796,570264515285266432,neutral,0.6596,,,,terrybrokebad,,0,"@CatfoodBeerGlue you'll enjoy this. 

“@JetBlue: Our fleet's on fleek. http://t.co/2thC9RKURT”",,2015-02-24 08:50:30 -0800,"Newcastle, Uk",Casablanca
6797,570264106059624448,neutral,1.0,,,,tumblehawk,,0,@JetBlue yer deals never seem to include NYC--&gt;PDX or NYC--&gt;PGH...wish they did!,,2015-02-24 08:48:52 -0800,"brooklyn, ny, us",
6798,570252044528959488,neutral,1.0,,,,MyCustoAdvocate,,0,@JetBlue Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,,2015-02-24 08:00:56 -0800,"Miami, New York, Boston",
6799,570251671265083393,neutral,0.6609,,,,Kristenrx5150,,0,@JetBlue thank you! Headed from LBC to OAK !,,2015-02-24 07:59:27 -0800,anaheim,
6800,570251142942171136,positive,1.0,,,,Kristenrx5150,,0,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,,2015-02-24 07:57:21 -0800,anaheim,
6801,570248591295557632,neutral,1.0,,,,butimvikki,,0,“@JetBlue: Our fleet's on fleek. http://t.co/b5ttno68xu” I just 🙈,,2015-02-24 07:47:13 -0800,D{M}V,Quito
6802,570246294582771712,positive,1.0,,,,Ruth_Slobodin,,0,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",,2015-02-24 07:38:05 -0800,,Atlantic Time (Canada)
6803,570246094157946880,neutral,0.6454,,,,NENAFL,,0,"@JetBlue ""Do what you love and you'll never work a day in your life."" 😊",,2015-02-24 07:37:18 -0800,,Eastern Time (US & Canada)
6804,570245603118211072,neutral,0.6667,,0.0,,ArdensMommy,,0,"@JetBlue It drops 75 when i take off the other two people, and vice versa. back and forth.",,2015-02-24 07:35:21 -0800,MA,Quito
6805,570244951914782721,positive,0.6429,,0.0,,PaulParz,,0,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place",,2015-02-24 07:32:45 -0800,,
6806,570243767585935360,positive,0.6578,,,,gabs_tweets,,0,@JetBlue Longing to look into the blue eyes. #firstlove,,2015-02-24 07:28:03 -0800,,Eastern Time (US & Canada)
6807,570242512012451840,positive,1.0,,,,jdlessard13,,0,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,,2015-02-24 07:23:04 -0800,,
6808,570240052279648257,neutral,1.0,,,,blckblakelively,,0,Sigh... “@JetBlue: Our fleet's on fleek. http://t.co/W5NL0AY9Bl”,,2015-02-24 07:13:17 -0800,where the Bulls/Bears play.,Central Time (US & Canada)
6809,570239998383038464,neutral,0.6765,,,,E_Nice718,,0,@JetBlue  please start flying to Guyana soon,"[40.70326657, -74.01106458]",2015-02-24 07:13:04 -0800,N 40°39' 0'' / W 73°55' 0'',Eastern Time (US & Canada)
6810,570239297456091136,neutral,0.6623,,0.0,,BlackeyeBandit,,0,@JetBlue just leave certain things to the kids.,,2015-02-24 07:10:17 -0800,l be where l'm at,London
6811,570239272575315969,positive,1.0,,,,nokidhungry,,0,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH",,2015-02-24 07:10:11 -0800,"Washington, DC",Eastern Time (US & Canada)
6812,570238950801059840,positive,1.0,,,,lalunkee,,0,"@JetBlue Annnndddd, I just booked my flight. That was easy.",,2015-02-24 07:08:55 -0800,All over ...,Eastern Time (US & Canada)
6813,570238126347714560,negative,0.6796,Customer Service Issue,0.6796,,JME23,,0,@JetBlue Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!,,2015-02-24 07:05:38 -0800,Citizen of the world dahhhling,Eastern Time (US & Canada)
6814,570237440616570880,neutral,1.0,,,,_blktray,,0,“@JetBlue: Our fleet's on fleek. http://t.co/clu5pdPrHP” :(,,2015-02-24 07:02:54 -0800,COMPTON/AZ,
6815,570237343669608448,positive,0.6848,,,,lalunkee,,0,@JetBlue Thank you very much!,,2015-02-24 07:02:31 -0800,All over ...,Eastern Time (US & Canada)
6816,570235244999270400,negative,1.0,Flight Booking Problems,1.0,,lalunkee,,0,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,,2015-02-24 06:54:11 -0800,All over ...,Eastern Time (US & Canada)
6817,570233869212856320,positive,1.0,,,,eatgregeat,,0,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:),"[34.02763089, -118.49627894]",2015-02-24 06:48:43 -0800,,Eastern Time (US & Canada)
6818,570233306664591361,neutral,0.6703,,0.0,,scojjac,,0,"@JetBlue @JetBlueCheeps My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?”",,2015-02-24 06:46:29 -0800,"Las Cruces, NM",Mountain Time (US & Canada)
6819,570232676491202561,neutral,0.6667,,,,eatgregeat,,0,@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,"[34.02761838, -118.49646336]",2015-02-24 06:43:59 -0800,,Eastern Time (US & Canada)
6820,570232616755929088,positive,0.6768,,,,NBucketTV,,0,@JetBlue glad you like it. Feel free to steal it.,,2015-02-24 06:43:44 -0800,"Boston, MA",Eastern Time (US & Canada)
6821,570231750959329280,positive,0.6803,,0.0,,eatgregeat,,0,@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.,"[34.02764112, -118.49636416]",2015-02-24 06:40:18 -0800,,Eastern Time (US & Canada)
6822,570229813937463299,positive,1.0,,,,nolimitlove,,0,@JetBlue thanks to you customers like me stay loyal. From check in to landing.,,2015-02-24 06:32:36 -0800,,America/New_York
6823,570227706140323840,positive,0.7067,,,,NBucketTV,,0,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,,2015-02-24 06:24:14 -0800,"Boston, MA",Eastern Time (US & Canada)
6824,570227199766179840,positive,0.6606,,,,texdoh,,0,@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,,2015-02-24 06:22:13 -0800,"iPhone: 40.955353,-73.813942",Central Time (US & Canada)
6825,570226143045033985,positive,0.6667,,,,JohnJJSmith,,0,@JetBlue Wish Everyone felt like you,,2015-02-24 06:18:01 -0800,"NY,NY",
6826,570225899964129281,positive,1.0,,,,thedaniburden,,0,@JetBlue sounds great! Thank you!! :),,2015-02-24 06:17:03 -0800,"Buffalo, New York",Quito
6827,570225396404359168,negative,1.0,Customer Service Issue,0.6524,,tonetone28,,0,"@JetBlue 's Once upon a sale that does not include BTV, as usual!  #jetbluehatesbtv",,2015-02-24 06:15:03 -0800,Vermont,Atlantic Time (Canada)
6828,570224962184867840,negative,1.0,Customer Service Issue,1.0,,texdoh,,0,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",,2015-02-24 06:13:19 -0800,"iPhone: 40.955353,-73.813942",Central Time (US & Canada)
6829,570222626712514560,positive,1.0,,,,JohnJJSmith,,0,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,,2015-02-24 06:04:03 -0800,"NY,NY",
6830,570221178658418689,positive,1.0,,,,AStateOfSnark,,0,@JetBlue incredible PR team. 👏👏👏👏,,2015-02-24 05:58:17 -0800,Boston,Atlantic Time (Canada)
6831,570218339118800896,positive,0.6316,,,,MikeSmithMedia,,0,@JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.,,2015-02-24 05:47:00 -0800,New York/New Jersey,Eastern Time (US & Canada)
6832,570217760430493698,negative,0.7029,Flight Attendant Complaints,0.3619,,MaryCallaRowan,,0,"@JetBlue if you can get us on a flight to Vieques all will be good. Right now, not looking promising.",,2015-02-24 05:44:42 -0800,,
6833,570215386102292480,negative,0.667,Lost Luggage,0.3335,,elias_rubin,,0,@JetBlue I just DM'd you!,,2015-02-24 05:35:16 -0800,"New York, NY",Pacific Time (US & Canada)
6834,570213762948567040,neutral,0.6439,,,,sflcn,,1,@JetBlue Offering Special Fares to @GoPureGrenada @discovergrenada http://t.co/MBcEhCSZX3 @CaribbeJan @islandexpert http://t.co/2Zm4jkAlZl,,2015-02-24 05:28:49 -0800,South Florida,Eastern Time (US & Canada)
6835,570212129313316864,neutral,1.0,,,,elias_rubin,,0,@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,,2015-02-24 05:22:20 -0800,"New York, NY",Pacific Time (US & Canada)
6836,570212047692161025,neutral,1.0,,,,elias_rubin,,0,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,,2015-02-24 05:22:00 -0800,"New York, NY",Pacific Time (US & Canada)
6837,570211016308596736,neutral,1.0,,,,elias_rubin,,0,@JetBlue hi friend! Question for you when you have a moment.,,2015-02-24 05:17:54 -0800,"New York, NY",Pacific Time (US & Canada)
6838,570208115205021696,positive,0.6811,,,,jannasaurusrex,,0,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",,2015-02-24 05:06:23 -0800,central mass,
6839,570206077826039808,positive,0.6633,,,,jannasaurusrex,,0,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,,2015-02-24 04:58:17 -0800,central mass,
6840,570204309041893376,positive,0.7012,,,,SarahEH255,,0,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,,2015-02-24 04:51:15 -0800,,Eastern Time (US & Canada)
6841,570200546679726082,negative,1.0,Late Flight,1.0,,Chewie240,,0,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,,2015-02-24 04:36:18 -0800,Buffalo,Eastern Time (US & Canada)
6842,570199572435185664,negative,1.0,Flight Booking Problems,0.3516,,MaryCallaRowan,,0,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.,,2015-02-24 04:32:26 -0800,,
6843,570198506222194692,negative,1.0,Late Flight,1.0,,deniseimperial,,0,@JetBlue we were supposed to be Vieques by 3pm,,2015-02-24 04:28:12 -0800,,Pacific Time (US & Canada)
6844,570198409497288705,negative,1.0,Customer Service Issue,1.0,,MaryCallaRowan,,0,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,,2015-02-24 04:27:49 -0800,,
6845,570198289376677888,negative,0.6669,Late Flight,0.6669,,deniseimperial,,0,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",,2015-02-24 04:27:20 -0800,,Pacific Time (US & Canada)
6846,570197146894520320,neutral,1.0,,,,geoffkeegan,,0,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?",,2015-02-24 04:22:48 -0800,,Eastern Time (US & Canada)
6847,570195373018505216,negative,1.0,Can't Tell,0.6689,,PilotFresh,,0,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,,2015-02-24 04:15:45 -0800,Dubai ,Central America
6848,570195036782133248,positive,1.0,,,,brandyanncakes,,0,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,,2015-02-24 04:14:25 -0800,boston ma,Atlantic Time (Canada)
6849,570193464467570688,negative,0.6598,Customer Service Issue,0.6598,,deniseimperial,,0,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr",,2015-02-24 04:08:10 -0800,,Pacific Time (US & Canada)
6850,570192452486889473,neutral,0.6667,,,,rkflyga,,2,@JetBlue now out of A gates and into main terminal @ DCA. @NATCA members keeping watch from ATCT. #avgeek http://t.co/hPsiEaokwh,,2015-02-24 04:04:08 -0800,KFDK,Eastern Time (US & Canada)
6851,570190438281248768,positive,0.6779999999999999,,,,joahspearman,,0,@JetBlue great will do once I land in JFK,,2015-02-24 03:56:08 -0800,Austin,Central Time (US & Canada)
6852,570184343857045504,negative,1.0,Customer Service Issue,0.6383,,skenniston,,0,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,"[42.3658858, -71.01423374]",2015-02-24 03:31:55 -0800,"Boston, MA",Eastern Time (US & Canada)
6853,570179466716176384,positive,0.6737,,,,kbosspotter,,0,@JetBlue haha. TY. Do you know what time that lane opens at Logan?,,2015-02-24 03:12:32 -0800,Logan International Airport,Atlantic Time (Canada)
6854,570174713072369664,neutral,1.0,,,,DontenPhoto,,0,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",,2015-02-24 02:53:39 -0800,"Englewood, Florida",Eastern Time (US & Canada)
6855,570173181727674368,negative,1.0,Customer Service Issue,0.6872,,kerifischer,,0,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,,2015-02-24 02:47:34 -0800,"Fort Lauderdale, FL",Central Time (US & Canada)
6856,570168203470446592,neutral,1.0,,,,peteiuvara,,0,"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue",,2015-02-24 02:27:47 -0800,New York,Eastern Time (US & Canada)
6857,570137183442608128,positive,0.6554,,,,BonnieBitchh,,0,@JetBlue sure is 💙,,2015-02-24 00:24:31 -0800,NYC ,Central Time (US & Canada)
6858,570121321192894464,neutral,1.0,,,,Ledermuller,,3,@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers,,2015-02-23 23:21:29 -0800,Southern California,Pacific Time (US & Canada)
6859,570102708734197760,negative,1.0,Can't Tell,0.6697,,djcheros,,0,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,,2015-02-23 22:07:32 -0800,"Portland, Maine",Eastern Time (US & Canada)
6860,570095219091361792,positive,0.6809,,0.0,,marcmansfield,,0,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",,2015-02-23 21:37:46 -0800,,
6861,570093964059156481,neutral,1.0,,,,BigDdaBasedLord,,0,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF,,2015-02-23 21:32:47 -0800,ClayCo ATL,Central Time (US & Canada)
6862,570088573598355456,positive,1.0,,,,don_bangs,,0,@JetBlue thanks so much!,,2015-02-23 21:11:22 -0800,,
6863,570087324949864448,negative,1.0,Can't Tell,1.0,,marcmansfield,,0,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,,2015-02-23 21:06:24 -0800,,
6864,570084883332239360,neutral,1.0,,,,don_bangs,,0,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?,,2015-02-23 20:56:42 -0800,,
6865,570084632999428096,negative,0.6988,Customer Service Issue,0.6988,,marcmansfield,,0,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,,2015-02-23 20:55:42 -0800,,
6866,570083989601411072,neutral,1.0,,,,KnockoutOC,,0,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,"[33.8191302, -118.1455457]",2015-02-23 20:53:09 -0800,New York City,Atlantic Time (Canada)
6867,570083380265689088,negative,0.6721,Can't Tell,0.3361,,marcmansfield,,0,@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,,2015-02-23 20:50:44 -0800,,
6868,570079918782095360,negative,0.6858,Flight Attendant Complaints,0.3703,,williamzitser,,0,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.,,2015-02-23 20:36:58 -0800,NYC,Central Time (US & Canada)
6869,570077234570010624,negative,1.0,Flight Attendant Complaints,0.6718,,williamzitser,,0,@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,,2015-02-23 20:26:18 -0800,NYC,Central Time (US & Canada)
6870,570076673162543104,neutral,0.6608,,,,mOnKofficial,,0,“@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”haa man,,2015-02-23 20:24:05 -0800,Philadelphia/Cali,Eastern Time (US & Canada)
6871,570076595647426560,neutral,1.0,,,,sunflwer1975,,0,@JetBlue its domestic I just wanted more of an idea so I don't get surprised.,,2015-02-23 20:23:46 -0800,"Boston, MA",Arizona
6872,570075711433609216,positive,1.0,,,,MarkGuerra3,,0,@JetBlue That makes two of us! Lol #Blushing,,2015-02-23 20:20:15 -0800,805 CA,
