,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
11889,570306662575300611,neutral,0.6742,,,,gjeaviation,,0,@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,,2015-02-24 11:37:58 -0800,"Worcester, UK",London
11890,570306529947193344,negative,0.6449,longlines,0.3339999999999999,,TheTPVshow,,0,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",,2015-02-24 11:37:27 -0800,MN,Central Time (US & Canada)
11891,570306423818723328,neutral,0.6767,,0.0,,sammy575,,0,"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx",,2015-02-24 11:37:01 -0800,New York,Eastern Time (US & Canada)
11892,570306260010176512,negative,1.0,Flight Booking Problems,0.3488,,HollyKinnamon,,0,@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,,2015-02-24 11:36:22 -0800,"Washington, DC",Quito
11893,570306250442985473,negative,1.0,Flight Booking Problems,0.3448,,CathiKingWarren,,0,@AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?,,2015-02-24 11:36:20 -0800,"San Antonio, Republic of Texas",
11894,570305365159632899,neutral,0.3474,,0.0,,penyu1818,,0,"@AmericanAir DM the locator code, thanks.",,2015-02-24 11:32:49 -0800,,
11895,570305264613765122,positive,1.0,,,,jamucsb,,0,@AmericanAir thank you!,,2015-02-24 11:32:25 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
11896,570305234838429696,negative,1.0,Customer Service Issue,0.6641,,TheOnlyJasonS,,1,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest",,2015-02-24 11:32:18 -0800,,
11897,570305063052283904,negative,1.0,Bad Flight,0.67,,drhavoc,,0,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX,,2015-02-24 11:31:37 -0800,Tampa Bay,Eastern Time (US & Canada)
11898,570305051819941889,neutral,1.0,,,,Chandrafaythe,,0,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",,2015-02-24 11:31:34 -0800,,Quito
11899,570304633048047616,neutral,0.6529,,0.0,,AesaGaming,,0,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,,2015-02-24 11:29:54 -0800,,
11900,570304544128815104,negative,1.0,Late Flight,0.6997,,ImBillNichols,,0,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,,2015-02-24 11:29:33 -0800,,Quito
11901,570303889754488832,negative,1.0,Flight Booking Problems,0.6694,,coquichick,,0,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,,2015-02-24 11:26:57 -0800,Puerto Rico,Atlantic Time (Canada)
11902,570303383782989824,neutral,1.0,,,,trentgillaspie,,0,.@AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.,,2015-02-24 11:24:57 -0800,"Austin, but often Denver",Mountain Time (US & Canada)
11903,570302358242115584,positive,0.7047,,,,JohnMHaaland,,0,@AmericanAir thanks,,2015-02-24 11:20:52 -0800,New York Tri-State,Eastern Time (US & Canada)
11904,570302060035497984,negative,1.0,Bad Flight,0.3447,,PBSamson,,0,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,,2015-02-24 11:19:41 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
11905,570301929580048385,neutral,1.0,,,,FinEdChat,,0,@AmericanAir I did,,2015-02-24 11:19:10 -0800,"Cincinnati, Ohio",Atlantic Time (Canada)
11906,570301488192458752,negative,0.6703,Customer Service Issue,0.6703,,skgiffard,,0,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,,2015-02-24 11:17:25 -0800,"Boston, MA",Eastern Time (US & Canada)
11907,570301395141836801,negative,1.0,Late Flight,1.0,,JoBarredaV,,1,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,,2015-02-24 11:17:02 -0800,Mexico City,Central Time (US & Canada)
11908,570300915418320897,negative,1.0,Cancelled Flight,1.0,,LancasterPattie,,0,"@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.",,2015-02-24 11:15:08 -0800,,
11909,570300355843661824,positive,0.6712,,,,dcathomedad,,0,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,,2015-02-24 11:12:55 -0800,DC to STL ,
11910,570300262302289920,neutral,0.6544,,,,pokecrastinator,,0,"@AmericanAir Thank you, you too!",,2015-02-24 11:12:32 -0800,United States,Mountain Time (US & Canada)
11911,570300177367633921,neutral,0.6911,,,,Qwhocooks,,0,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,,2015-02-24 11:12:12 -0800,Chicago,Eastern Time (US & Canada)
11912,570299824760860672,positive,0.6666,,,,COVRTER,,0,"@AmericanAir Great, thanks. Followed.","[37.78618135, -122.45742542]",2015-02-24 11:10:48 -0800,"SF, CA",Central Time (US & Canada)
11913,570299252141903873,positive,1.0,,,,Mtts28,,0,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!,,2015-02-24 11:08:32 -0800,Virginia,Eastern Time (US & Canada)
11914,570298770136674304,negative,1.0,Customer Service Issue,1.0,,law_econ,,0,@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,,2015-02-24 11:06:37 -0800,"Newport Beach, CA",Central Time (US & Canada)
11915,570298744723415040,positive,0.6639,,,,SusieBarre,,0,@AmericanAir got another flight. Thanks you,,2015-02-24 11:06:31 -0800,,
11916,570298679250305024,neutral,0.6632,,,,chrissieward71,,0,@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,,2015-02-24 11:06:15 -0800,oklahoma,
11917,570298644475346945,negative,1.0,Customer Service Issue,1.0,,denismishin,,0,"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?",,2015-02-24 11:06:07 -0800,"Bellevue, WA",Eastern Time (US & Canada)
11918,570298371140939776,negative,1.0,Late Flight,1.0,,djjohnpayne,,0,"@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.","[0.0, 0.0]",2015-02-24 11:05:01 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
11919,570298285350629376,positive,0.7012,,0.0,,ThisIsKari,,0,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,,2015-02-24 11:04:41 -0800,"Dallas, TX",Central Time (US & Canada)
11920,570298117544906754,negative,1.0,Late Flight,1.0,,ELLLORRAC,,0,@AmericanAir still waiting for a flight... I should get my money back,,2015-02-24 11:04:01 -0800,,Central Time (US & Canada)
11921,570297548726005761,negative,1.0,Cancelled Flight,0.6421,,jkordyback,,0,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.,,2015-02-24 11:01:45 -0800,"North Saanich, BC",Pacific Time (US & Canada)
11922,570297479029252097,negative,1.0,Customer Service Issue,0.3779999999999999,,Andrew_Wasila,,0,"“@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA",,2015-02-24 11:01:29 -0800,,Quito
11923,570297414848000000,neutral,1.0,,,,penyu1818,,0,"@AmericanAir Hi, can you please ticket my award ticket? The status is ""On Request"" now. Thanks.",,2015-02-24 11:01:13 -0800,,
11924,570297070998974464,positive,1.0,,,,rakugojon,,0,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.,,2015-02-24 10:59:51 -0800,San Francisco,London
11925,570296996445204480,negative,1.0,Late Flight,1.0,,aaronmsantos,,0,@AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.,,2015-02-24 10:59:34 -0800,"Brooklyn, NY and all over.",Quito
11926,570296986827694080,negative,1.0,Flight Attendant Complaints,0.6563,,lilirr,,0,"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!",,2015-02-24 10:59:31 -0800,,Mountain Time (US & Canada)
11927,570296616688750592,negative,0.6725,Flight Booking Problems,0.6725,,AesaGaming,,0,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,,2015-02-24 10:58:03 -0800,,
11928,570296572375900160,positive,0.6628,,,,TheVirtualJosh,,0,"@AmericanAir yes yes yes,so glad to be headed home!",,2015-02-24 10:57:53 -0800,,
11929,570295981985681409,negative,0.6507,Bad Flight,0.3493,,ferraro__rocher,,0,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,,2015-02-24 10:55:32 -0800,"Plano, TX",Mountain Time (US & Canada)
11930,570295901555699712,positive,0.6882,,,,MeeestarCoke,,0,@AmericanAir thanks!!,,2015-02-24 10:55:13 -0800,BK,
11931,570295745921880064,positive,0.6529,,,,THE_amandajean,,0,@AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx,,2015-02-24 10:54:36 -0800,the one and only TEXAS!!!!,Mountain Time (US & Canada)
11932,570295576446808065,negative,1.0,Customer Service Issue,1.0,,HollyKinnamon,,0,@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped,,2015-02-24 10:53:55 -0800,"Washington, DC",Quito
11933,570295174385016832,negative,1.0,Flight Booking Problems,0.6368,,barbararwill,,0,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...,,2015-02-24 10:52:19 -0800,Mexico City,
11934,570293494444634114,neutral,1.0,,,,idk_but_youtube,,0,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?,,2015-02-24 10:45:39 -0800,1/1 loner squad,Eastern Time (US & Canada)
11935,570292715444965377,negative,1.0,Bad Flight,0.6397,,alicizzle,,0,@AmericanAir narrowly made standby...lots of snags this trip!,,2015-02-24 10:42:33 -0800,MiniApple(s),
11936,570292403309035520,neutral,1.0,,,,pbpinftworth,,0,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),"[32.82813261, -97.25115941]",2015-02-24 10:41:19 -0800,"DFW, TX",Central Time (US & Canada)
11937,570291431195205633,negative,1.0,Late Flight,0.6559,,JesicaLSantos,,0,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",,2015-02-24 10:37:27 -0800,NY (Globetrotter.ExBonaerense),
11938,570291157340704769,positive,1.0,,,,mpresdenver,,0,@AmericanAir thanks so much!,,2015-02-24 10:36:22 -0800,"Denver, Colorado",Mountain Time (US & Canada)
11939,570290552169734144,positive,0.6752,,0.0,,saianel,,0,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same",,2015-02-24 10:33:57 -0800,Texas,Mountain Time (US & Canada)
11940,570290337169739776,negative,0.6772,Cancelled Flight,0.3829,,SusieBarre,,0,@AmericanAir I need a flight out tonight. Isn't there anything else?,,2015-02-24 10:33:06 -0800,,
11941,570290334158225408,positive,1.0,,,,oobunillaoo,,0,@AmericanAir thank you for the confirmation.,,2015-02-24 10:33:05 -0800,usa::fr::uk,London
11942,570290220589027328,negative,0.6806,Can't Tell,0.6806,,PBSamson,,0,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback",,2015-02-24 10:32:38 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
11943,570290034009636865,neutral,0.6775,,0.0,,waynebevan,,0,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement,,2015-02-24 10:31:54 -0800,,Alaska
11944,570289085354541058,negative,1.0,Lost Luggage,1.0,,brownsrock,,0,@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.,,2015-02-24 10:28:08 -0800,"Bangkok, Thailand",Bangkok
11945,570288809532891137,negative,1.0,Customer Service Issue,1.0,,jkordyback,,0,@AmericanAir “Inconvenient” is such a convenient word.,,2015-02-24 10:27:02 -0800,"North Saanich, BC",Pacific Time (US & Canada)
11946,570288282413633536,negative,1.0,Lost Luggage,0.6593,,jacquelinewins6,,0,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",,2015-02-24 10:24:56 -0800,,
11947,570288167242375168,negative,1.0,Late Flight,1.0,,aaronmsantos,,0,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",,2015-02-24 10:24:29 -0800,"Brooklyn, NY and all over.",Quito
11948,570287747643998208,negative,1.0,Lost Luggage,1.0,,jacquelinewins6,,0,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",,2015-02-24 10:22:49 -0800,,
11949,570287638084763648,negative,1.0,Late Flight,0.6585,,THE_amandajean,,0,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,,2015-02-24 10:22:23 -0800,the one and only TEXAS!!!!,Mountain Time (US & Canada)
11950,570287271234174976,neutral,1.0,,,,IoanGil,,0,@AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW,,2015-02-24 10:20:55 -0800,,London
11951,570286841737318400,negative,1.0,Cancelled Flight,0.6304,,djjohnpayne,,0,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm,"[0.0, 0.0]",2015-02-24 10:19:13 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
11952,570284862122233856,positive,1.0,,,,pokecrastinator,,0,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.,,2015-02-24 10:11:21 -0800,United States,Mountain Time (US & Canada)
11953,570284660510433280,neutral,0.6503,,0.0,,sammy575,,0,@AmericanAir what's the status of flight 1357 out of sju?,,2015-02-24 10:10:33 -0800,New York,Eastern Time (US & Canada)
11954,570284482588246016,neutral,0.6593,,0.0,,mmanny,,0,"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.","[0.0, 0.0]",2015-02-24 10:09:50 -0800,NYC,Eastern Time (US & Canada)
11955,570284308210032640,negative,1.0,Bad Flight,0.379,,BartonDVM,,0,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican",,2015-02-24 10:09:09 -0800,Arkansas,Central Time (US & Canada)
11956,570284054605639683,negative,1.0,Customer Service Issue,0.6341,,chagaga2013,,0,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,"[40.69017276, -73.91646118]",2015-02-24 10:08:08 -0800,new york city,Central Time (US & Canada)
11957,570283851018317824,negative,1.0,Cancelled Flight,1.0,,chagaga2013,,0,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,"[40.68994668, -73.91637642]",2015-02-24 10:07:20 -0800,new york city,Central Time (US & Canada)
11958,570283544125288448,negative,1.0,Cancelled Flight,1.0,,chagaga2013,,0,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,"[40.69002464, -73.91638072]",2015-02-24 10:06:06 -0800,new york city,Central Time (US & Canada)
11959,570283309093113856,neutral,1.0,,,,pbpinftworth,,0,@americanair Yes to the iOS. I'm running iOS 8.1.3,,2015-02-24 10:05:10 -0800,"DFW, TX",Central Time (US & Canada)
11960,570283254743506944,negative,1.0,Late Flight,0.6762,,chagaga2013,,0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,"[40.68996177, -73.91640136]",2015-02-24 10:04:57 -0800,new york city,Central Time (US & Canada)
11961,570282555057909760,positive,1.0,,,,alicizzle,,0,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",,2015-02-24 10:02:11 -0800,MiniApple(s),
11962,570282469791911936,neutral,1.0,,,,mrespinosa1971,,0,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP,,2015-02-24 10:01:50 -0800,Great State of Texas,Central Time (US & Canada)
11963,570281958556610560,negative,1.0,Lost Luggage,0.6612,,MrsPang725,,0,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",,2015-02-24 09:59:48 -0800,City by the Bay,Eastern Time (US & Canada)
11964,570281854139572225,negative,0.6712,Can't Tell,0.3356,,EMesaLaw,,0,@AmericanAir don't worry you won't steal my money again,,2015-02-24 09:59:24 -0800,Greater New England Area,Quito
11965,570281731510571009,negative,1.0,Customer Service Issue,1.0,,robkoenigld,,0,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,,2015-02-24 09:58:54 -0800,"indialantic, fl",Eastern Time (US & Canada)
11966,570281470507352064,negative,1.0,Customer Service Issue,0.6701,,chone1984,,0,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,,2015-02-24 09:57:52 -0800,,Eastern Time (US & Canada)
11967,570281010606120960,negative,1.0,Customer Service Issue,0.6523,,jacquelinewins6,,0,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.",,2015-02-24 09:56:02 -0800,,
11968,570280755252895745,negative,0.6517,Bad Flight,0.3379999999999999,,traveller5207,,0,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.",,2015-02-24 09:55:02 -0800,Connecticut,Quito
11969,570280641771790336,neutral,1.0,,,,LordLasenby,,0,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄,,2015-02-24 09:54:34 -0800,,London
11970,570280637946421249,negative,0.6463,Can't Tell,0.6463,,martinesquivel,,0,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,,2015-02-24 09:54:34 -0800,CA,Pacific Time (US & Canada)
11971,570280378193330180,negative,1.0,Cancelled Flight,1.0,,courtfierce,,0,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,,2015-02-24 09:53:32 -0800,513/lexingtonKY,Quito
11972,570280225625362432,negative,0.6598,Cancelled Flight,0.6598,,TheVirtualJosh,,0,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",,2015-02-24 09:52:55 -0800,,
11973,570279653337927680,positive,1.0,,,,sundialtours,,0,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",,2015-02-24 09:50:39 -0800,"Astoria, OR",Tijuana
11974,570279368766959616,neutral,0.6739,,,,jjqb1,,0,@AmericanAir These birds could fly to South America for example #Argentina,,2015-02-24 09:49:31 -0800,,Buenos Aires
11975,570279220502511617,negative,1.0,Cancelled Flight,1.0,,SusieBarre,,0,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?,,2015-02-24 09:48:56 -0800,,
11976,570279118438182913,positive,1.0,,,,kdtate,,0,"@AmericanAir great, thanks!",,2015-02-24 09:48:31 -0800,,
11977,570279036582109184,positive,1.0,,,,hooton,,0,@AmericanAir awesome. Thanks!,,2015-02-24 09:48:12 -0800,"Little Rock, AR",Central Time (US & Canada)
11978,570278869133107201,negative,1.0,Cancelled Flight,1.0,,SusieBarre,,0,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,,2015-02-24 09:47:32 -0800,,
11979,570278803399798784,negative,1.0,Lost Luggage,0.6701,,DBlock_Official,,0,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,,2015-02-24 09:47:16 -0800,Posted,Central Time (US & Canada)
11980,570278644918194176,negative,1.0,Late Flight,0.6667,,JesicaLSantos,,0,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice",,2015-02-24 09:46:38 -0800,NY (Globetrotter.ExBonaerense),
11981,570276434763128833,negative,1.0,Flight Attendant Complaints,1.0,,StefanNiemczyk,,0,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.",,2015-02-24 09:37:51 -0800,,Arizona
11982,570276414567493633,negative,1.0,Customer Service Issue,0.6277,,jkordyback,,0,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.,,2015-02-24 09:37:47 -0800,"North Saanich, BC",Pacific Time (US & Canada)
11983,570276245960835073,negative,1.0,Can't Tell,0.6733,,gu_runyu,,0,"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?",,2015-02-24 09:37:06 -0800,,
11984,570276196405125120,negative,1.0,Late Flight,1.0,,mwecker,,0,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",,2015-02-24 09:36:55 -0800,"Washington, DC",Eastern Time (US & Canada)
11985,570275970046775297,negative,0.6791,Customer Service Issue,0.3727,,StefanNiemczyk,,0,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.,,2015-02-24 09:36:01 -0800,,Arizona
11986,570275944012783616,negative,0.361,Customer Service Issue,0.361,,mpresdenver,,0,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!,,2015-02-24 09:35:54 -0800,"Denver, Colorado",Mountain Time (US & Canada)
11987,570275726483542016,neutral,1.0,,,,StefanNiemczyk,,0,"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",,2015-02-24 09:35:03 -0800,,Arizona
11988,570275632518733825,neutral,0.6915,,,,RobertDwyer,,0,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?,,2015-02-24 09:34:40 -0800,"Wellesley, MA",Eastern Time (US & Canada)
11989,570275536406253568,neutral,1.0,,,,RobertDwyer,,0,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,,2015-02-24 09:34:17 -0800,"Wellesley, MA",Eastern Time (US & Canada)
11990,570275450200711168,neutral,0.6357,,0.0,,gu_runyu,,0,@AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?,,2015-02-24 09:33:57 -0800,,
11991,570275384714862592,neutral,1.0,,,,ItsMeLockett,,0,@AmericanAir I know. Just a little cold weather humor. :),,2015-02-24 09:33:41 -0800,USA,Central Time (US & Canada)
11992,570275314036649984,positive,0.6749,,0.0,,susqhb,,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,,2015-02-24 09:33:24 -0800,Dallas via NYC via the OC,Central Time (US & Canada)
11993,570275248052039680,negative,1.0,Can't Tell,0.67,,RobertDwyer,,0,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...,,2015-02-24 09:33:08 -0800,"Wellesley, MA",Eastern Time (US & Canada)
11994,570275010759102466,negative,1.0,Lost Luggage,1.0,,paintbranch1398,,0,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.,,2015-02-24 09:32:12 -0800,,
11995,570274148364242947,neutral,0.6676,,,,treeguy81,,0,@AmericanAir thanks!,,2015-02-24 09:28:46 -0800,Raleigh NC,Quito
11996,570273819287531520,positive,1.0,,,,GoldensPleasure,,0,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:),,2015-02-24 09:27:28 -0800,East Coast     CT.,Central Time (US & Canada)
11997,570273710210469888,positive,1.0,,,,Mtts28,,0,@AmericanAir These are some awesome photos. Thanks for sharing! 😁,,2015-02-24 09:27:02 -0800,Virginia,Eastern Time (US & Canada)
11998,570272880556011520,positive,1.0,,,,ESPartee,,0,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier","[0.0, 0.0]",2015-02-24 09:23:44 -0800,"alexandria, va",Eastern Time (US & Canada)
11999,570272235639828480,negative,1.0,longlines,0.6539,,cmrqt,,0,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in,,2015-02-24 09:21:10 -0800,Everywhere,Central Time (US & Canada)
12000,570272172679282688,negative,1.0,Cancelled Flight,0.6556,,mmanny,,0,@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta,,2015-02-24 09:20:55 -0800,NYC,Eastern Time (US & Canada)
